dancer_id,points_2025,dancer_name,points_total
26219,9,Nikita Parichuk,9
17656,9,Konstantin Vorobyev,46
20059,9,Timofei Ejov,88
13810,9,Vasily Zaytsev,20
19987,8,Tatiana Schmidt,61
21379,8,Maxim Yatskovskiy,23
26209,8,Irina Tkach,8
19054,8,Anna Os`kina,50
19996,8,Mikhail Borisov,26
19935,8,Evgeniya Romanenkova,23
19239,8,Anastasia Sarkeyeva,52
15593,8,Nina Yershova,60
26199,8,Larisa Zvyagintseva,8
13497,8,Margarita Liapustina,69
26614,8,Dmitriy Zakharov,8
26056,8,Ed Shevchenko,8
12103,8,Aleksandr Pchelkin,50
12451,8,Olga Zenko,45
22185,8,Liliya Latyipova,12
22024,8,Oleg Kachurin,11
16628,8,Tatiana Gatsko,61
25000,8,Roman Lazarev,8
25010,8,Mariia Maliavko,8
23444,8,Artur Gareev,9
23453,8,Tamara Battalova,9
23756,7,Yuriy Ovodov,9
25591,7,Natalya Vetchinova,7
24162,7,Dmitrieva Mari,17
24712,7,Darya Fomchenko,8
19863,6,Anastasiya Sharamko,56
23753,6,Aleksei Rudovich,7
22039,6,Anastasiya Pilgun,14
22562,6,Nikita Morgos,9
27118,6,Maria Nikolaeva,6
26210,6,Anastasiya Osminina,6
26200,6,Alexander Linev,6
9724,6,Semion Ovsiannikov,221
25001,6,Vyacheslav Lozovoy,6
25011,6,Yekaterina Moshkina,6
13811,5,Yekaterina Kurganova,45
13645,5,II'ya Melikhov,65
7599,5,Katia Avlasevich,143
23752,5,Irina Dorogan,17
10762,5,Elena Logashina,84
17573,5,Maria Arkhandopulo,125
26211,4,Yana Vaseva,4
26201,4,Nikolay Makhalin,4
20060,4,Anastasia Okhapkina,5
27119,4,Yelena Chernysh,4
10572,4,Anna Mischenko,64
11027,4,Aleksandr Rozhkov,136
25012,4,Dariya Bisovko,4
9523,4,Gul'nara Arkhipova,112
25593,4,Olga Lisitsyna,4
16091,4,Anastasiia Babakhan,117
25002,4,Andrei Ivanchenko,4
27115,3,ILya Shevcov,3
23759,3,Anastasiya Shvedchikova,12
20009,3,Mikhail Lebedev,7
20286,3,Svetlana Egorshina,36
27120,3,Mariya Denisova,3
26589,3,Tatyana Parfenova,3
26053,3,Irina Tuchinskaya,3
15981,3,Pavel Levchenko,65
25013,3,Solonkina Mariya,3
21964,3,Alyona Shcherbakova,17
10757,3,Andrey Ushakov,23
22035,3,Aleksandr Parfenenko,25
25585,3,Yaroslav Podkolzin,3
27225,3,Olga Komarova,3
26050,3,Alisa Petrushina,3
13621,3,Ekaterina Gayday,50
25587,3,Liana Aminova,3
13701,3,Olesya Ulanova,35
27222,3,Alexander Pershin,3
16036,3,Larisa Bratkovskaya,25
26587,3,Aleksandr Timonin,3
18410,2,Dmitriy Kudlay,26
19861,2,Elvira Gafarova,3
19050,2,Alexander Borisenko,28
19291,2,Anastasiya Naydenova,63
19233,2,Ilya Ustinov,26
9110,2,Anastasia Lokshina,112
12454,2,Aleksey Zinchenko,19
27121,2,Olga Uskova,2
27116,2,Vladimir Travkin,2
24164,2,Sichinskaya Anna,3
25003,2,Alisa Lozunova,2
17540,2,Igor Ejov,30
26590,2,Ekaterina Ando,2
25588,2,Darya Fedorova,2
26221,2,Ksenia Chichay,2
26222,2,Maria Ushakova,2
26202,2,Daniil Baskakov,2
26054,2,Yana Zachupeyko,2
26588,2,Artem Shkov,2
26051,2,Albina Gaynutdinova,2
26212,2,Anastasiya Sokolskaya,2
23449,2,Sergey Zabolotnyy,13
22980,2,Alena Abrazhenina,5
27226,2,Ulyana Zavyalova,2
22040,2,Nadezhda Zhirikova,4
27223,2,Igor Zakharov,2
21218,2,Ruslan Mukmenzyanov,6
20711,2,Ilya Duplin,23
19997,2,Igor Gorodnichev,22
20001,2,Yana Litinskaya,15
26055,1,Marina Chinenova,1
26052,1,Kalimullin Rinat,1
17118,1,Viacheslav Grachev,59
16925,1,Aleksey Artemiev,23
10570,1,Maria Elizarova,182
10079,1,Konstantin Baranov,147
13297,1,Elena Shabanova,60
10751,1,Aleksey Vorotnikov,119
16092,1,Aleksandr Mukhin,50
16237,1,Sofia Volkova,24
17112,1,Maxim Zhukovich,62
17572,1,Yevgeniya Akhmadeyeva,47
16636,1,Tarnopol'skiy Sergey,19
25007,1,Ekaterina Kosheleva,1
25006,1,Nikolay Neomenko,1
25005,1,Vladimir Sutkovoy,1
25004,1,Semen Lopashov,1
25014,1,Nadezhda Makova,1
25008,1,Aleksandr Kuptsov,1
25015,1,Marina Murashkina,1
25016,1,Darʹya Golikova,1
25023,1,Aleksey Zarubin,1
25022,1,Olga Zabolotnaya,1
25018,1,Ilona Bozhe,1
25017,1,Viktoriya Pshek,1
25589,1,Valeria Leush,1
25586,1,Oleg Vorontsov,1
26206,1,Vyacheslav Korzhov,1
26203,1,Sergey Avramenko,1
26218,1,Kristina Yakubova,1
26217,1,Irina Baskakova,1
26216,1,Aleksandra Smirnova,1
26215,1,Valentina Sergina,1
26214,1,Zoia Tepponen,1
26213,1,Taisiya Afanasyeva,1
26207,1,Aleksandr Kharitonov,1
26205,1,Vlad Zheludov,1
26204,1,Mikhail Kuznetsov,1
11282,1,Aleksandra Kravchenko,28
27124,1,Kseniya Zverkova,1
27122,1,Aleksey Pavlov,1
27117,1,Anas Davletgareev,1
27224,1,Anton Nikitin,1
27228,1,Dmitriy Kanev,1
26615,1,Konstantin Chaikun,1
26617,1,Yevgeniy Perfilyev,1
26618,1,Valentin Figol,1
27229,1,Andrey Popov,1
27227,1,Yuliya Kuznetsova,1
9521,1,Daria Komkina,138
9731,1,Alexander Mikitin,49
8177,1,Irina Puzanova,253
23842,1,Polina Danshina,3
23840,1,Nadezhda Tarantina,5
23779,1,Sergey Yepifantsev,3
24163,1,Safronova Victoria,3
24704,1,Anastasiia Us,2
15705,1,Liubov Vasileva,11
23454,1,Anna Vladi,2
14203,1,Irina Popovichenko,126
13616,1,Ekaterina Meleshko,41
13622,1,Azat Khalimov,18
21380,1,Yuliya Prokopyeva,20
21217,1,Yevgeniy Lishtovnyy,20
21215,1,Murat Baychorov,2
22183,1,Yelena Malorosiyantseva,3
22042,1,Polina Gerasimenko,19
22034,1,Grigoriy Kochnev,13
22571,1,Anastasiya Adamova,17
22570,1,Ilia Zalivako,4
20722,1,Inga Usoltseva,16
20788,1,Maksim Rodionov,2
19985,1,Alëna Kozlova,50
19858,1,Mayya Zhitkova,7
19999,1,Larisa Masterova,33
19986,1,Pavel Lipatov,47
